FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT017I001,PCT017I002,PCT017I003,PCT017I004,PCT017I005,PCT017I006,PCT017I007,PCT017I008,PCT017I009,PCT017I010,PCT017I011,PCT017I012,PCT017I013,PCT017I014,PCT017I015,PCT017I016,PCT017I017,PCT017I018,PCT017I019,PCT017I020,PCT017I021,PCT017I022,PCT017I023,PCT017I024,PCT017I025,PCT017I026,PCT017I027,PCT017I028,PCT017I029,PCT017I030,PCT017I031,PCT017I032,PCT017I033,PCT017I034,PCT017I035,PCT017I036,PCT017I037,PCT017I038,PCT017I039,PCT017I040,PCT017I041,PCT017I042,PCT017I043,PCT017I044,PCT017I045,PCT017I046,PCT017I047,PCT017I048,PCT017I049,PCT017I050,PCT017I051,PCT017I052,PCT017I053,PCT017I054,PCT017I055,PCT017I056,PCT017I057,PCT017I058,PCT017I059,PCT017I060,PCT017I061,PCT017I062,PCT017I063,PCT017I064,PCT017I065,PCT017I066,PCT017I067,PCT017I068,PCT017I069,PCT017I070,PCT017I071,PCT017I072,PCT017I073,PCT017I074,PCT017I075
uSF1,TX,000,36,602162,14637,6225,116,62,21,0,2,0,39,0,54,0,0,54,4552,2601,2230,294,4,7,2,64,1951,1164,117,670,1557,1421,77,1247,14,4,0,79,136,0,0,136,8412,105,35,6,0,2,0,27,0,70,2,2,66,3358,1144,786,281,4,9,5,59,2214,1788,16,410,4949,4477,9,4310,12,6,0,140,472,0,0,472
uSF1,TX,000,36,602163,2209,816,39,4,2,0,2,0,0,0,35,0,0,35,536,187,155,24,3,0,0,5,349,224,0,125,241,212,1,188,8,0,0,15,29,0,0,29,1393,33,2,0,0,2,0,0,0,31,0,0,31,426,84,49,25,4,0,0,6,342,216,0,126,934,788,0,745,8,0,0,35,146,0,0,146
uSF1,TX,000,36,607260,10471,4955,52,34,19,0,0,0,15,0,18,0,0,18,3937,2383,2069,246,1,7,1,59,1554,940,117,497,966,889,76,740,6,4,0,63,77,0,0,77,5516,50,12,6,0,0,0,6,0,38,2,2,34,2845,1014,735,216,0,9,1,53,1831,1572,16,243,2621,2401,9,2278,4,6,0,104,220,0,0,220
uSF1,TX,000,36,621345,1957,454,25,24,0,0,0,0,24,0,1,0,0,1,79,31,6,24,0,0,1,0,48,0,0,48,350,320,0,319,0,0,0,1,30,0,0,30,1503,22,21,0,0,0,0,21,0,1,0,0,1,87,46,2,40,0,0,4,0,41,0,0,41,1394,1288,0,1287,0,0,0,1,106,0,0,106
uSF1,TX,000,36,627593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627618,63,25,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,6,0,0,0,3,0,0,0,0,16,16,0,13,0,0,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,33,33,0,33,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627631,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627638,59,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,38,38,0,38,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627650,590,143,0,0,0,0,0,0,0,0,0,0,0,0,143,23,23,0,0,0,0,0,120,0,117,3,0,0,0,0,0,0,0,0,0,0,0,0,447,2,0,0,0,0,0,0,0,2,0,2,0,436,419,419,0,0,0,0,0,17,0,16,1,9,9,9,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627654,70,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,14,14,0,14,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,53,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627660,79,76,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627671,1191,922,18,18,18,0,0,0,0,0,0,0,0,0,896,896,896,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,269,4,4,4,0,0,0,0,0,0,0,0,0,265,242,242,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627687,10,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627692,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5
uSF1,TX,000,36,627697,18,6,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627703,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627708,63,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,47,47,0,47,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627713,139,41,4,0,0,0,0,0,0,0,4,0,0,4,10,9,0,9,0,0,0,0,1,0,0,1,27,17,0,17,0,0,0,0,10,0,0,10,98,8,0,0,0,0,0,0,0,8,0,0,8,13,4,0,4,0,0,0,0,9,0,0,9,77,34,0,34,0,0,0,0,43,0,0,43
uSF1,TX,000,36,627719,69,48,9,7,0,0,0,0,7,0,2,0,0,2,36,1,0,0,0,0,1,0,35,0,0,35,3,0,0,0,0,0,0,0,3,0,0,3,21,4,0,0,0,0,0,0,0,4,0,0,4,16,0,0,0,0,0,0,0,16,0,0,16,1,0,0,0,0,0,0,0,1,0,0,1
uSF1,TX,000,36,627722,203,131,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,120,0,0,120,11,0,0,0,0,0,0,0,11,0,0,11,72,6,0,0,0,0,0,0,0,6,0,0,6,61,0,0,0,0,0,0,0,61,0,0,61,5,0,0,0,0,0,0,0,5,0,0,5
uSF1,TX,000,36,627726,18,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0,0,2,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627728,287,63,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,4,0,0,0,0,6,0,0,6,53,53,0,53,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,8,0,0,8,215,215,0,215,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627751,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627777,90,23,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,5,0,0,0,0,4,0,0,4,14,14,0,14,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,65,65,0,65,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627790,28,11,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,1,0,6,0,0,0,0,4,4,0,0,0,3,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,1,0,11,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0
uSF1,TX,000,36,627793,611,215,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,93,1,0,0,4,0,0,0,0,117,117,0,108,3,0,0,6,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,99,0,0,0,2,0,0,0,0,295,295,0,278,2,0,0,15,0,0,0,0
uSF1,TX,000,36,627796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627799,116,76,1,0,0,0,0,0,0,0,1,0,0,1,62,10,0,10,0,0,0,0,52,0,0,52,13,10,0,10,0,0,0,0,3,0,0,3,40,2,0,0,0,0,0,0,0,2,0,0,2,21,4,0,4,0,0,0,0,17,0,0,17,17,16,0,16,0,0,0,0,1,0,0,1
uSF1,TX,000,36,627801,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627805,37,19,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,6,0,0,6,0,0,6,7,7,0,6,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,8,0,0,0,0,0,0,10,10,0,9,0,1,0,0,0,0,0,0
uSF1,TX,000,36,627807,176,77,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,3,0,0,0,0,65,65,0,0,9,9,0,9,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,75,4,0,4,0,0,0,0,71,69,0,2,24,24,0,24,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627814,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627821,23,18,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627835,9,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627838,54,50,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,48,0,0,48,2,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627842,36,12,6,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,11,0,0,11,13,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627849,2185,769,0,0,0,0,0,0,0,0,0,0,0,0,769,0,0,0,0,0,0,0,769,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,2,0,0,0,0,0,0,0,2,2,0,0,1414,0,0,0,0,0,0,0,1414,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627855,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627861,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627868,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,2,0,0,2,11,0,0,0,0,0,0,0,11,0,0,11,20,0,0,0,0,0,0,0,20,0,0,20
uSF1,TX,000,36,627876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627883,81,31,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,23,23,0,23,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,40,40,0,40,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627886,5,5,3,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627909,45,29,0,0,0,0,0,0,0,0,0,0,0,0,29,7,7,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627930,193,104,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627935,52,47,8,8,0,0,0,0,8,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627939,138,138,0,0,0,0,0,0,0,0,0,0,0,0,137,137,137,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627948,366,364,1,1,1,0,0,0,0,0,0,0,0,0,362,362,362,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627956,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,4,0,0,4,10,2,2,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,5,0,0,5
uSF1,TX,000,36,627961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
